ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A,EXPLAIN_A,RESULT_B,EXPLAIN_B
534.0,Excluded,ec7,An information system to support the engineering designer,"Engineering companies are currently shifting their focus from selling products to providing services, hence the products’ designers must increasingly consider life-cycle requirements, in addition to conventional design parameters. To identify possible areas of concern, engineers must consider knowledge throughout the life cycle of similar or related products. However, because of the size and distributed nature of a company’s operation, engineers often do not have access to front-line maintenance data. In addition, the large number of documents generated during the design and operation of a product makes it impractical to manually review all documents thoroughly during a task. As a case study, this paper discusses the concept and development of a large hypermedia based Knowledge Desktop that has been developed to support the maintenance and future design of aircraft engines. As part of the development cycle, the performance of the software and its acceptance by the user community has been fully evaluated. The evaluation method considered in this paper focuses on the subjective opinion of the users and measures the ease with which users could retrieve the information required to perform specific tasks.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies (violates EC3). It focuses on a knowledge management system for engineering designers and does not discuss agile software development practices, methodologies, or requirements. Therefore, it fails to meet the inclusion criteria related to agile methodologies in software project requirements.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) and is from academia (IC2). It presents a qualitative research evaluation (IC3) of a large hypermedia based Knowledge Desktop developed to support aircraft engine maintenance and future design. The study is primary as it discusses the development and evaluation process (IC4). It does not violate any exclusion criteria: it is written in English (EC1), it does not exclusively address software requirements but rather a knowledge system (EC3), it is not a draft or incomplete (EC4), it is not a tertiary or meta-analysis (EC5), it does not solely focus on teaching agile methods (EC6), it addresses agile methodologies indirectly by discussing a tool for maintenance and design (EC7), and it answers research questions regarding the system's performance and user acceptance (EC9)."
1733.0,Included,included,Multi-objective ant colony optimization for requirements selection,"The selection of a set of requirements between all the requirements previously defined by customers is an important process, repeated at the beginning of each development step when an incremental or agile software development approach is adopted. The set of selected requirements will be developed during the actual iteration. This selection problem can be reformulated as a search problem, allowing its treatment with metaheuristic optimization techniques. This paper studies how to apply Ant Colony Optimization algorithms to select requirements. First, we describe this problem formally extending an earlier version of the problem, and introduce a method based on Ant Colony System to find a variety of efficient solutions. The performance achieved by the Ant Colony System is compared with that of Greedy Randomized Adaptive Search Procedure and Non-dominated Sorting Genetic Algorithm, by means of computational experiments carried out on two instances of the problem constructed from data provided by the experts.",INCLUDED,"The article addresses software requirements selection in agile development contexts, which aligns with IC1. It is a primary study using a quantitative research approach (evaluating optimization algorithms), satisfying IC3 and IC4. The study does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (incremental/agile development) (EC7), and answers research questions about the performance of optimization techniques (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria.",INCLUDED,"The article meets all Inclusion Criteria by addressing requirements in software projects using agile methodologies (IC1). It is a study from academia, which could be considered as fulfilling the industry requirement (IC2). Although the type of research is not explicitly mentioned, it can be inferred from the context as a study that applies metaheuristic optimization techniques, which could be either qualitative or quantitative (IC3). The article is not a secondary study but a primary research, as it presents original findings from computational experiments (IC4). Since there is no mention of any Exclusion Criteria being violated, the article is classified as 'INCLUDED'. It addresses an important process in agile software development (related to IC1), and while it does not explicitly mention individual agile methodologies, it does not fail to address at least one (contradicting EC7). Therefore, it does not meet the condition to be excluded based on EC7."
1505.0,Excluded,ec4,Integrating agility in the cs curriculum: practices through values,abstract is not available,EXCLUDED,"The article does not address software requirements as it focuses on integrating agility in the CS curriculum through values, which is unrelated to software project requirements. This violates Exclusion Criterion EC3.",EXCLUDED,"The article does not meet the Inclusion Criteria: it does not specify if it addresses requirements in software projects using agile methodologies (IC1). Additionally, the absence of an abstract prevents assessment of whether it is a qualitative or quantitative study (IC3). Therefore, it cannot be conclusively included in the classification."
1113.0,Included,included,Embracing agile development of usable software systems,"The interdisciplinary nature of system design can lead to communication problems between developers in different fields. This is becoming evident in the emerging field of agile software development which has largely ignored or been unable to address usability. This work presents a development process and toolset that draws on extreme programming--an agile software development process, and scenario-based design--a usability engineering process. This approach will allow developers in both fields to better communicate and work together to efficiently design usable systems.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically extreme programming), is written in English, is a primary study, and directly tackles a research question related to usability in agile development. It does not violate any exclusion criteria: it is not in a non-English language (EC1), it addresses software requirements (EC3), it is not incomplete or a draft (EC4), it is not a tertiary or meta-analysis (EC5), it does not focus on teaching agile methods (EC6), it addresses at least one agile methodology (extreme programming, EC7), and it answers a research question (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is a study from academia (IC2), is qualitative or quantitative (implied by process and toolset development, IC3), and is a primary study (IC4).",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), presents a study (either industry or academia, as not specified), and is likely qualitative or quantitative research based on the context (IC3). It seems to be primary research since it discusses development processes and toolsets (IC4). It does not appear to violate any exclusion criteria such as language, completeness, tertiary status, teaching agile methods, failure to address agile methodologies, or failure to answer research questions."
399.0,Excluded,ec3,Agile methods rapidly replacing traditional methods at Nokia: A survey of opinions on agile transformation,"Context Many organizations have started to deploy agile methods, but so far there exist only a few studies on organization-wide transformations. Are agile methods here to stay? Some claim that agile software development methods are in the mainstream adoption phase in the software industry, while others hope that those are a passing fad. The assumption here is that if agile would not provide real improvement, adopters would be eager at first but turn pessimistic after putting it into practice. Objective Despite the growing amount of anecdotal evidence on the success of agile methods across a wide range of different real-life development settings, scientific studies remain scarce. Even less is known about the perception of the impacts of agile transformation when it is deployed in a very large software development environment, and whether agile methods are here to stay. This study aims to fill that gap by providing evidence from a large-scale agile transformation within Nokia. While we have yet to confirm these findings with solid quantitative data, we believe that the perception of the impacts already pinpoints the direction of the impacts of large-scale agile transformation. Method The data were collected using a questionnaire. The population of the study contains more than 1000 respondents in seven different countries in Europe, North America, and Asia. Results The results reveal that most respondents agree on all accounts with the generally claimed benefits of agile methods. These benefits include higher satisfaction, a feeling of effectiveness, increased quality and transparency, increased autonomy and happiness, and earlier detection of defects. Finally, 60% of respondents would not like to return to the old way of working. Conclusion While the perception of the impact of agile methods is predominantly positive, several challenge areas were discovered. However, based on this study, agile methods are here to stay.",EXCLUDED,"The study is a survey of opinions and relies on perceived benefits rather than addressing actual software requirements. It does not explicitly discuss how agile methods address software project requirements (violates IC1). Additionally, it focuses on organizational perception and employee satisfaction rather than software development requirements. Therefore, it fails to meet the inclusion criterion IC1, which requires the study to address requirements in software projects using agile methodologies. This makes the article EXCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), originates from a survey conducted within Nokia which can be considered a large-scale industry study (IC2), although the methodology type (qualitative) is not explicitly stated. It does not violate any exclusion criteria: it's written in English (EC1), it's not a draft or presentation slides (EC4), it's not a tertiary or meta-analysis (EC5), it doesn't teach agile methods (EC6), it addresses all agile methodologies by discussing their perceived benefits and challenges (EC7), and it appears to answer research questions regarding the impacts of agile transformation (EC9)."
1522.0,Excluded,ec3,Interaction Design in an Engineering-Centric World,"Publisher Summary It is hard to imagine any design training that doesn't include process as a significant part of the studio experience. Put simply, process drives repeatabilityâ€”reducing the reliance on inspirationâ€”and creates a framework in which creative professionals can execute. Developers and engineers are also familiar with the use of process as a framework in which to increase the odds of repeatable results, and most have training and experience using a variety of software development processes. However, most have little experience with the â€œunderstand, design, validate, deliverâ€� sorts of processes frequently applied in design disciplines. Their own experience using a variety of engineering processes creates common ground for the two disciplines, and creates opportunities for setting expectations between the disciplines. In the design process, it is not uncommon to have to return to previous phases. Particularly in environments where clients or executives have the vision themselves to recognize that designers are not on a path to success, it is not uncommon to return to gather broader understanding about a domain, or competitors, or influences. Chris Connors is currently employed at Apple. Prior to working at Apple, Chris worked at \{NASA\} with a focus on designing future mission support tools for planning robotic activity during surface operations on Mars. Chris also has an extensive background with Trilogy Software in Austin, Texas, where he designed enterprise software products for the Financial Services, Telecommunications, Computer, and Automotive industries. Chris was one of two lead designers for Trilogy subsidiary carOrder.com, winner of \{PC\} Magazine's Editor's Choice Award for Best Online Car Buying site in 1999.",EXCLUDED,"The article does not address software requirements and focuses on interaction design processes in engineering and design disciplines, violating Exclusion Criterion EC3. Additionally, it does not specifically address any agile methodology or software project requirements, failing to meet Inclusion Criterion IC1.",INCLUDED,"The article addresses requirements in software projects using agile methodologies, comes from industry, and doesn't violate any exclusion criteria."
2349.0,Excluded,ec7,Survey and analysis on Security Requirements Engineering,"Security Requirements Engineering is a new research area in software engineering, with the realization that security must be analyzed early during the requirements phase. Many researchers are working in this area; however, there is a lack in security requirements treatment. The security requirements are one of the non-functional requirements, which act as constraints on functions of the system. Organizations are depending on information systems for communicating and sharing information. Thus, \{IT\} security is becoming central in fulfilling business goals, to guard assets and to create trustworthy systems. To develop systems with adequate security features, it is essential to capture the security requirements. In this paper, we present a view on Security Requirements, issues, types, Security Requirements Engineering (SRE) and methods. We analyzed and compared different methods and found that \{SQUARE\} and Security Requirements Engineering Process methods cover most of the important activities of SRE. The developers can adopt these \{SRE\} methods and easily identify the security requirements for software systems.",EXCLUDED,"The article does not address any agile methodology, violating Exclusion Criterion EC7. Although it discusses security requirements engineering, it fails to address at least one agile methodology as required by the inclusion criteria.",INCLUDED,"The article addresses Security Requirements Engineering in software projects using agile methodologies, comes from an academic study, and is qualitative primary research. It discusses specific methodologies related to security requirements without violating any exclusion criteria."
200.0,Excluded,ec3,A project contingency framework based on uncertainty and its consequences,"There is an increasing diversity both of project types and \{PM\} approaches, but decision tools and theory connecting the two are limited. To address this shortcoming, this paper reviews literature on alternative \{PM\} approaches, in the context of project contingency theory. Firstly, the paper identifies five selection factors seen within this literature: uncertainty, complexity, urgency, team empowerment and criticality. Secondly, the paper adapts project contingency theory to encompass these factors. Thirdly, these factors are used to develop a contingency framework based on project uncertainty and its consequences. Finally, the paper discusses the practical applications of the framework, such as its use for project process selection, tuning of processes, and project risk assessment.",EXCLUDED,"The article does not address software requirements as it focuses on project management approaches and contingency theory, not software project requirements. This violates Exclusion Criterion EC3, which requires the study to address software requirements.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and it is a qualitative research (IC3). It is a primary study (IC4) as it reviews and discusses literature and develops a framework. The article does not violate any Exclusion Criteria (EC1: written in English, EC3: it addresses software requirements, EC4: it is not a draft or incomplete study, EC5: it is not a tertiary or meta-analysis, EC6: it does not specifically deal with teaching agile methods, EC7: it addresses agile methodologies through project contingency theory, EC9: it answers the research question of developing a contingency framework)."
2081.0,Excluded,ec3,"Restoring ""coding with intention"" in introductory programming courses","This descriptive study discusses two conceptual difficulties encountered by students in introductory programming courses regardless of the chosen language or pedagogical approach (e.g. objects, classes or fundamentals first). Firstly, students tend to learn programming by memorizing correct code examples instead of acquiring the programming thought process. Secondly, they tend to read code by ""flying"" over it at a comfortable altitude while thinking to its assumed intent. While relaxing, this practice fails to train students to develop the rigor to catch bugs in others' or their own code. Both trends result in an almost complete loss of intentionality in the programming activity; un-innovative code is generated by analogy with (or cut and paste from) existing solutions and is then almost randomly modified until ""it fits"" the minimal tests requirements without real analysis of its flaws. We review and evaluate pedagogical strategies which can be leveraged by instructors to address the above mentioned issues. Namely, we discuss the benefits of various forms of ""Live coding"" and test-driven pair programming active learning practices.",EXCLUDED,"The article addresses pedagogical strategies in introductory programming courses and focuses on teaching practices rather than software requirements. It does not address software requirements (violates EC3) and deals with teaching agile methods (violates EC6). Additionally, it does not specify any agile methodology or research question related to software requirements, thus failing to meet IC1 and IC9. Therefore, it is excluded.",INCLUDED,"The article satisfies all the Inclusion Criteria: It addresses requirements in software projects (in this case, introductory programming courses) using agile methodologies (Live coding, test-driven pair programming). It's a study, likely from academia given its descriptive and evaluative nature, discussing pedagogical strategies. Although the research type is not explicitly mentioned, it can be inferred as qualitative from its descriptive and evaluative nature. It is a primary study, providing direct insights into the issues and potential solutions in introductory programming courses. The article does not violate any Exclusion Criteria: It's written in English. It does not fail to address at least one agile methodology (Live coding, test-driven pair programming). It's not incomplete, a draft, presentation slides, or just an abstract. It's not a tertiary or meta-"
2630.0,Included,included,Towards tool support for agile modeling: sketching equals modeling,"Model-driven development is a well-known practice in modern software engineering. A wide variety of different tools exist, which support model-driven development. Usually, these tools do not provide dedicated support for agile modeling, as they can be ...",EXCLUDED,"The article violates Exclusion Criterion EC7: it fails to address at least one agile methodology. The abstract mentions agile modeling but does not specify or address any particular agile methodology (e.g., Scrum, Kanban, XP), which is a required component per EC7. Therefore, it does not meet the inclusion criteria.",INCLUDED,"The article discusses the integration of tool support for agile modeling, which aligns with IC1. It's written in English, so it does not violate EC1. Although it doesn't specify if it's qualitative or quantitative research (EC3), or if it's a primary or secondary study (IC4), the absence of information suggesting violation of these criteria suggests compliance. The article is presumably from industry or academia, satisfying IC2, and it doesn't address any exclusion criteria such as being in a language other than English, being incomplete, or dealing with teaching agile methods (EC6). It does not directly mention any agile methodologies, but the context implies it is relevant to agile modeling, thus not violating EC7. There is no indication that it fails to answer research questions, so it does not violate EC9."
934.0,Included,included,Comparative study of traditional requirement engineering and Agile requirement engineering,Traditional RE and Agile RE are two different approaches on the basis of their planning and control mechanism. This Paper distinguishes the Traditional RE and Agile RE. Furthermore it investigates the reasons for which software industries shifted from Traditional RE to Agile RE. Research is carried out by conducting a literature study and finally a case study of software development to evaluate which approach has better success rate than other. With the help of our finding and results we have evaluated that Agile RE performs better than Traditional RE in large organizations where changes evolve throughout the development phase of software life cycle. Â© 2013 GIRI.,INCLUDED,"The article addresses software requirements in the context of agile methodologies by comparing traditional and agile requirement engineering. It meets IC1 (addresses requirements in software projects using agile methodologies), IC2 (study conducted through a literature and case study, both from academic research), IC3 (qualitative and mixed-methods approach), and IC4 (primary study through case study and literature review). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Agile RE) (EC7), and answers at least one research question (success rate of Agile RE) (EC9). Therefore, it is classified as INCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), and presents a comparative analysis, which can be considered as qualitative research (IC3). It does not violate any exclusion criteria, as it is not written in a different language (EC1), it does not address software requirements in a non-qualitative manner (EC3), it is not incomplete or just an abstract (EC4), it is not a tertiary or meta-analysis study (EC5), it does not deal with teaching agile methods (EC6), it addresses both traditional and agile methodologies (EC7), and it addresses the research question of why software industries shifted from traditional to agile requirements engineering (EC9)."
2119.0,Excluded,ec3,Scaling scrum,"The factors that need to be addressed for making Scrum to meet the real-world requirements of IT departments. Developers need to consider the full development lifecycle and full range of IT concerns. The agile lifecycle includes the concepts of phases to address the changes of a project. The transition phase enables teams to use time for relating software into production. Scrum is an agile method that focuses project management and requirements management. Developers need to follow some initial requirements and architecture at the beginning of the project for addressing cost, schedule, and technical strategy. Agile teams need to verify their architecture with code early in the project. They also need to train people, finalize testing and documentation, and deploy the system. They can use The Enterprise Unified Process to address enterprise-level issues in agile environment.",EXCLUDED,"The article violates Exclusion Criterion EC7: it fails to address at least one agile methodology. While it discusses Scrum, it does not address other agile methodologies, and the focus is narrowly on Scrum without demonstrating engagement with multiple agile methods as required. Additionally, the abstract references 'The Enterprise Unified Process' as a solution for enterprise-level issues, which is not an agile methodology, further indicating a lack of comprehensive agile methodology coverage.",INCLUDED,"The article addresses requirements in software projects using Scrum, which is an agile methodology (IC1). It does not specify the language, so we assume it is in English (EC1). The study focuses on how Scrum can be scaled to meet real-world IT department requirements, which implies it addresses software project requirements (EC3). There's no indication that the article is incomplete, a draft, presentation slides, or just an abstract (EC4). It is not described as a tertiary or meta-analysis study (EC5). The study does not deal with teaching agile methods (EC6) nor does it fail to address agile methodologies (EC7). Lastly, it addresses several aspects of project management, requirements management, and architecture that are in line with the research questions of understanding how Scrum can be effectively scaled (EC9)."
1149.0,Excluded,ec7,Enhancing the OPEN Process Framework with service-oriented method fragments,"Service orientation is a promising paradigm that enables the engineering of large-scale distributed software systems using rigorous software development processes. The existing problem is that every service-oriented software development project often requires a customized development process that provides specific service-oriented software engineering tasks in support of requirements unique to that project. To resolve this problem and allow situational method engineering, we have defined a set of method fragments in support of the engineering of the project-specific service-oriented software development processes. We have derived the proposed method fragments from the recurring features of 11 prominent service-oriented software development methodologies using a systematic mining approach. We have added these new fragments to the repository of OPEN Process Framework to make them available to software engineers as reusable fragments using this well-known method repository.",INCLUDED,"The article addresses software requirements in service-oriented software development projects using agile methodologies, as it enhances the OPEN Process Framework with method fragments derived from existing methodologies. It is a primary study that provides a systematic approach to identifying and reusing method fragments, thus satisfying IC1 (software requirements in agile contexts), IC2 (academic study), IC3 (qualitative/quantitative research), and IC4 (primary study). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (via the OPEN Process Framework and its fragments) (EC7), and answers research questions related to method fragment derivation and reuse (EC9).",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is qualitative research as it discusses the application and derivation of method fragments (IC3), and is a primary study since it discusses the methodology's application in real-world scenarios (IC4). It does not violate any exclusion criteria, as it is written in English (EC1), does not deal with teaching agile methods (EC6), and does address at least one agile methodology by discussing the enhancement of the OPEN Process Framework (EC7)."
1978.0,Excluded,ec3,Quantification and recognition of parkinsonian gait from monocular video imaging using kernel-based principal component analysis,"The computer-aided identification of specific gait patterns is an important issue in the assessment of Parkinson's disease (PD). In this study, a computer vision-based gait analysis approach is developed to as...",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It focuses on gait analysis in Parkinson's disease using computer vision, which is unrelated to software project requirements or agile practices.",EXCLUDED,"While the study is qualitative and from industry (IC3 and IC2), it does not address software requirements in the context of agile methodologies (EC3), nor does it directly relate to the identification of gait patterns as an aspect of software project management or development."
1939.0,Excluded,ec4,Proceedings of the 6th international workshop on Software quality,"It is our great pleasure to welcome you to the <i>6th
Workshop on Software Quality -- WoSQ08</i>. As with previous
workshops, the workshop is intended for researchers in the area of
software quality and aims to encourage discussion on ...",EXCLUDED,"The article is a workshop proceedings abstract that does not present a specific study addressing software requirements in agile methodologies. It fails to describe a research study, lacks a clear research question, and is primarily a conference announcement. Therefore, it violates Exclusion Criteria EC4 (incomplete or non-study content) and EC5 (tertiary or meta-analysis).",EXCLUDED,"The article does not address software requirements using agile methodologies as per IC1 criterion. It is a conference proceeding, which does not specify whether it's qualitative or quantitative research (IC3 criterion), or if it's a primary or secondary study (IC4 criterion). Additionally, it does not answer any research questions (EC9 criterion)."
2578.0,Excluded,ec3,Tool support for refactoring functional programs,"Refactorings are source-to-source program transformations which change program structure and organisation, but not program functionality. Documented in catalogues and supported by tools, refactoring provides the means to adapt and improve the design ...",EXCLUDED,"The article does not address software requirements and focuses on refactoring functional programs, which falls under EC3 (study does not address software requirements).",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is likely from academia given its technical and specialized nature (IC2), and the focus on refactoring functional programs implies a qualitative approach (IC3). There is no indication that the study is tertiary, incomplete, or fails to address agile methodologies or research questions directly. Therefore, it meets all the inclusion criteria."
1199.0,Included,included,Experiences by using AFFINE for building collaborative applications for online communities,"Continuous problems and deficits in developing complex and ever-changing (software) systems led to agile methods, e.g. Scrum. Nevertheless, the problem of considering a plethora of different functional as well as nonfunctional requirements (N/FRs) remains unsolved and gains in importance when engineering state-of-the-art software. The current tide of approaches aims at handling every single NFR by an individual process integrated into Scrum, yielding a process complexity which can not be handled properly. Scrum-based AFFINE was designed explicitly to provide an alternative solution to over-complex design- and development-processes and still considering all kinds of NFRs early enough in the process. In this paper, we discuss collected findings by using AFFINE in various projects dealing with the development of software for user-centered online communities towards some evidence of its suitability. Â© 2013 Springer-Verlag Berlin Heidelberg.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically Scrum-based AFFINE) and focuses on handling nonfunctional requirements in collaborative software development for online communities. It is a primary study based on empirical findings from real projects, written in English, and does not deal with teaching agile methods or involve tertiary or meta-analysis. It satisfies all inclusion criteria and violates none of the exclusion criteria.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), and it is a study from academia, discussing AFFINE, which is an agile methodology (IC2). The abstract provides insights into the application of AFFINE in handling software requirements, which can be considered as qualitative research (IC3). It is a primary study, not a secondary one (IC4). There are no indications of the article violating any of the exclusion criteria (EC1-EC9)."
1273.0,Excluded,ec7,Flexible μTPMs through disembedding,"With the utilization of TPM-based trusted platforms in real applications, and the subsequent adaption of the specification to the experience gained from such utilization, it increasingly appears that the TPM architecture has some fundamental flaws that ...",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It also fails to specify any research questions or study focus on software project requirements, thus failing to meet Inclusion Criterion IC1.",EXCLUDED,"The article does not meet the Inclusion Criteria as it does not specifically address requirements in software projects using agile methodologies. It also does not clarify if it's a primary or secondary study, nor does it specify the type of research as qualitative or quantitative."
2536.0,Excluded,ec7,The software development process methodology of resource-based access control,"This paper presents the software development process methodology of resource-based access control in which artifacts and milestones in RUP software development process are abstracted as the abstract documents which can be associated with each other as the same things to be managed with public attributes. Productions and modifications as operations on artifacts and milestones are abstracted as editing operations. The process can equip the abstract document with the abstract role, and equip the role with personnel and man-hour, and then record actual man-hour for tracking and controlling the cost and quality. Personnel associated with the abstract document can easily find own tasks after logging in. Such abstract processes, making the entire software development process to manage the abstract document as the core, we can greatly simplify the entire software development process. The costs and quality is tracked and controlled, it is easy to find and locate defects as a basis of the plan, thus to adjust and improve the overall software development process in real time, and continuously improve the standards and standardization level of software technology.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It describes a software development process methodology focused on resource-based access control and process abstraction, without any reference to agile practices or software requirements management in an agile context.",INCLUDED,"The article addresses software development process methodology using agile methodologies (IC1) and is likely from academia (IC2), given its abstract nature. Although the abstract does not explicitly mention if it's qualitative or quantitative research (IC3), it describes a process and its management, suggesting a qualitative approach. It is a primary study (IC4) as it presents original research. The article does not violate any exclusion criteria: it is written in English (EC1), focuses on software requirements (EC3), is not a draft or abstract alone (EC4), is not a tertiary or meta-analysis study (EC5), does not deal with teaching methods (EC6), addresses an agile methodology (resource-based access control) (EC7), and seems to answer research questions related to software development process management (EC9)."
2411.0,Included,included,Testing as specification in agile methods,"Agile Methods such as Crystal, Extreme Programming, etc., make a strong case for testing, specially in developing test cases even before initial development. We advocate in this paper that testing when applying an agile method should not only start as soon as possible but should be one of the first activities and moreover it should be considered as a specification of the problem even at unit level. This is supported from the Formal Methods area where contributions can be found that put a formal base to the relationship between Test Cases and Requirements Specification. We postulate that test cases can be seeing as a good way of specifying system requirements. We review some results, especially from the field of Formal Methods that seems to support this contention. We also give some rules to elicit pre and postconditions from test cases as well as an example an for this.",INCLUDED,"The article addresses software requirements in the context of agile methodologies (e.g., Crystal, Extreme Programming) by proposing that test cases serve as a specification of system requirements. It does not violate any exclusion criteria: it is written in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (EC7), and answers at least one research question (EC9). It meets all inclusion criteria: it focuses on software project requirements using agile methods (IC1), is a scholarly study (academia, IC2), presents a research-based argument with formal method support (qualitative and theoretical, IC3), and is a primary study (IC4).",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from academia (IC2), and is qualitative research (IC3). It is a primary study (IC4) that does not violate any exclusion criteria. It specifically discusses the role of testing in agile methods, which is aligned with IC1. It does not fall under Exclusion Criteria EC1, EC3, EC4, EC5, EC6, EC7, EC9. Therefore, the article is classified as 'INCLUDED'. It provides valuable insights into how testing can be used as a specification in agile methods, supporting the premise with references from the Formal Methods field."
2121.0,Excluded,ec3,Scaling test-driven development,"Test-driven development (TDD) is a common agile software development technique that helps to specify a software in detail on a just-in-time (JIT) basis via executable tests that run in a regression manner. TDD is the combination of test-first development (TFD) and refactoring. TFD can be done at the requirements level by writing a single customer test, the equivalent of a function test or acceptance test in the traditional world, and at the design level with developer tests. Refactoring is a technique where a small change is made to the existing code to improve its design without changing its semantics. TDD is an important agile development technique that enables to specify and validate functionality at a finely detailed level.",EXCLUDED,"The article only describes test-driven development (TDD) as an agile technique without addressing software requirements or any specific agile methodology in the context of software requirements. It fails to address at least one agile methodology (as per EC7) and does not discuss how TDD is applied to define or manage software requirements, violating IC1. Therefore, it is excluded.",INCLUDED,"The article addresses requirements in software projects using agile methodologies, describes a qualitative approach to TDD, and seems to answer a research question on scaling TDD. It does not violate any"
2502.0,Included,included,The practice of specifying requirements using executable acceptance tests in computer science courses,This report describes the practice of using executable acceptance testing for specifying programming assignments in software engineering courses. We summarize experiences from two courses introduced in two academic institutions over four semesters -- ...,EXCLUDED,"The study addresses teaching agile methods (specifically, executable acceptance testing in coursework) and falls under EC6 (deals with teaching agile methods), which excludes it from inclusion.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1) within an academic context (IC2). It is a study summarizing experiences from computer science courses (IC3), making it qualitative research (IC3). It is a primary study (IC4), and it does not violate any exclusion criteria as it is written in English (EC1), it does not focus on software requirements avoidance (EC3), it is not incomplete or merely an abstract (EC4), it is not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it addresses agile methodology by discussing executable acceptance testing (EC7), and it answers research questions about the practice in courses (EC9)."
1037.0,Excluded,ec3,Digitally annexing desk space for software development (NIER track),"Software engineering is a team activity yet the programmer's key tool, the IDE, is still largely that of a soloist. This paper describes the vision, implementation and initial evaluation of CoffeeTable - a fully featured research prototype resulting from our reflections on the software design process. CoffeeTable exchanges the traditional IDE for one built around a shared interactive desk. The proposed solution encourages smooth transitions between agile and traditional modes of working whilst helping to create a shared vision and common reference frame - key to sustaining a good design. This paper also presents early results from the evaluation of CoffeeTable and offers some insights from the lessons learned. In particular, it highlights the role of developer tools and the software constructions that are shaped by them.",EXCLUDED,The article does not address software requirements as it focuses on a shared interactive desk for software development rather than requirements in software projects. This violates Exclusion Criterion EC3.,INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1 complied). It is a study from academia (IC2 complied) and presents qualitative research (IC3 complied), specifically offering insights from the evaluation of a research prototype (IC4 complied). It does not violate any exclusion criteria, as it is written in English, addresses software requirements, is not a draft, presentation slides, or abstract, does not deal with teaching agile methods, does not fail to address any agile methodology, does not fail to answer any research question, and is not a tertiary or meta-analysis (EC1-EC9 complied)."
