ID,STATUS,Applied Criterios,TITLE,ABSTRACT
1081.0,Included,included,Early experience with agile methodology in a model-driven approach,"We are in the business of delivering software intensive business systems using model-driven techniques. Developing suitable code generators is an important step in model-based development of purpose-specific business applications. Hence, it becomes critical to ensure that code generator development doesn't become a bottleneck for the project delivery. After establishing a sophisticated technology infrastructure to facilitate quick and easy adaptation of model-based code generators, we experimented with agile methodology. In this paper, we discuss why pure agile methodology does not work for model-driven software development. We propose a modification to the agile methodology in the form of meta-sprints as a golden mean between agile method and traditional plan-driven method. Early experience with the proposed development method is shared along with the lessons learnt."
1082.0,Excluded,ec7,Early Failure Prediction in Feature Request Management Systems, 
1083.0,Excluded,ec7,Early Phase Telemedicine Requirements Elicitation in Collaboration with Medical Practitioners, 
1084.0,Included,included,Early prioritisation of goals,"Prioritisation is important in keeping a software project on track and ensuring that the stakeholder's needs are being fulfilled. In this paper four methods for goal prioritisation are examined. Using a case study as its basis, each method is evaluated on its ease of use for a stakeholder, the time it takes to complete and the amount of confidence they have that the method accurately reflects their priorities. The type of information yielded by each method is also described. The results show the techniques give a consistent priority. Grouping and ranking techniques are easier for stakeholders to perform and generally take less time than techniques showing magnitude of preference. There is also a strong correlation between the stakeholder's confidence in the technique and how easy they feel it was to perform."
1085.0,Excluded,ec3,Easing Team Politics in Agile Usability: A Concept Mapping Approach,"Team politics complicate software projects. They cause internal conflicts that can not only cost a software team time and money, but may also detract from the needs of the productpsilas end users. In this paper, we explore the use of concept maps as a means of mitigating such team conflicts. Approaching agile usability through the lens of distributed cognition, concept mapping could improve team communications. We conducted interviews with eleven practitioners from three local software development companies to gain preliminary evidence of the practicality of the approach. Participants were questioned about their challenges in agile development and about their overall impressions of a concept mapping approach. We asked about the practicality and acceptability of implementing such a methodology, along with general concerns and recommendations. Results indicate that there is a need for improvement in agile usability, and a concept mapping approach is promising for addressing existing concerns. With refinement of the method and the development of the proper tools, this approach has great potential to improve team interaction in agile usability environments."
1086.0,Excluded,ec7,Easy Approach to Requirements Syntax (EARS),"The development of complex systems frequently in-valves extensive work to elicit, document and review stakeholder requirements. Stakeholder requirements are usually written in unconstrained natural language, which is inherently imprecise. During system development, problems in stakeholder requirements inevitably propagate to lower levels. This creates unnecessary volatility and risk, which impact programme schedule and cost. Some experts advocate the use of other notations to in-crease precision and minimise problems such as ambiguity. However, use of non-textual notations requires translation of the source requirements, which can introduce further errors. There is also a training overhead associated with the introduction of new notations. A small set of structural rules was developed to address eight common requirement problems including ambiguity, complexity and vagueness. The ruleset allows all natural language requirements to be expressed in one of five simple templates. The ruleset was applied whilst extracting aero engine control system requirements from an airworthiness regulation document. The results of this case study show qualitative and quantitative improvements compared with a conventional textual requirements specification."
1087.0,Excluded,ec3,Echoes?: structured design and modern software practices,"Structured Design has been described as a ""traditional approach"" and an ""alternative technology"" by the SEI's (Software Engineering Institute) software technology roadmap on their website [July 2005]. While website visitors are cautioned that structured design does not lend itself to object orientation the method has clearly influenced the evolution of object-oriented design practices. This panel brings together software design visionaries to discuss and debate ""echoes"" in software design ""practice""."
1088.0,Excluded,ec3,ECSS standard compliant agile software development: an industrial case study,"Developing software for high-dependability space applications and systems is a formidable task. The industry has a long tradition of developing standards that strictly sets quality goals and prescribes engineering processes and methods to fulfill them. The ECSS standards is a recent addition, but being built on the PSS-05, it has a legacy of plan-driven software processes. With new political and market pressures on the space industry to deliver more software at a lower cost, alternative methods need to be investigated. In particular, the agile development processes studied and practiced in the Software Engineering field at large has tempting properties. This paper presents results from an industrial case study on a company in the European space industry that is using agile software development methods in ECSS projects. We discuss success factors based on detailed process and document analysis as well as empirical data from interviews and questionnaires."
1092.0,Excluded,ec3,Editorial: special section on formal plus agile methods,This editorial message describes further details about the history and the circumstances of this special section of the Software Engineering Notes on the topic of combining formal methods with agile methods in the context of our contemporary software development methodologies.
1094.0,Excluded,ec3,Effect of Development Strategies and Project Types on Offshore Software Development Using Agile Paradigm – A Study,"Goal of this research is to check the feasibility of blending Agile software development methods in offshore software development. We hope that this blend will result in a significant improvement in a software development cycle by benefiting from both worlds. Many factors contribute to the success or failure of an offshore Agile software development, e.g. development strategy, project type, communication channel, cultural differences, split locations and size of a project. This research focuses on the effect of first two on the offshore software development. In this paper, we also report on success rate and suitability of different types of software projects and development strategies using offshore Agile software development. Our survey indicates that coding and testing phases are best suited for off shoring in any iteration of discipline-oriented sprint life cycle development. We find that maximum success rates for feature-oriented development strategy is obtained by developing general modules of a project at distributed location and critical modules at onshore. The study observed maximum success rate for web-based applications and websites among others offshore developed projects."
1095.0,Excluded,ec3,Effective communication of software development knowledge through community portals,"Knowledge management plays an important role in many software organizations. Knowledge can be captured and distributed using a variety of media, including traditional help files and manuals, videos, technical articles, wikis, and blogs. In recent years, web-based community portals have emerged as an important mechanism for combining various communication channels. However, there is little advice on how they can be effectively deployed in a software project.In this paper, we present a first study of a community portal used by a closed source software project. Using grounded theory, we develop a model that characterizes documentation artifacts along several dimensions, such as content type, intended audience, feedback options, and review mechanisms. Our findings lead to actionable advice for industry by articulating the benefits and possible shortcomings of the various communication channels in a knowledge-sharing portal. We conclude by suggesting future research on the increasing adoption of community portals in software engineering projects."
1096.0,Excluded,ec3,Effectiveness of kanban approaches in systems engineering within rapid response environments,"Effective application of systems engineering in rapid response environments has been difficult, particularly those where large, complex brownfield systems or systems of systems exist and are constantly being updated with both short and long term software enhancements. This paper proposes a general case for solving this problem by combining a services approach to systems engineering with a kanban-based scheduling system. It provides the basis for validating the approach with agent-based simulations."
1097.0,Excluded,ec3,Effects of agile practices on social factors,"Programmers are living in an age of accelerated change. State of the art technology that was employed to facilitate projects a few years ago are typically obsolete today. Presently, there are requirements for higher quality software with less tolerance for errors, produced in compressed timelines with fewer people. Therefore, project success is more elusive than ever and is contingent upon many key aspects. One of the most crucial aspects is social factors. These social factors, such as knowledge sharing. motivation, and customer collaboration, can be addressed through agile practices. This paper will demonstrate two successful industrial software projects which are different in all aspects; however, both still apply agile practices to address social factors. The readers will see how agile practices in both projects were adapted to fit each unique team environment. The paper will also provide lessons learned and recommendations based on retrospective reviews and observations. These recommendations can lead to an improved chance of success in a software development project."
1098.0,Excluded,ec3,Effects of sharing text selections on gaze cross-recurrence and interaction quality in a pair programming task,"We present a dual eye-tracking study that demonstrates the effect of sharing selection among collaborators in a remote pair-programming scenario. Forty pairs of engineering students completed several program understanding tasks while their gaze was synchronously recorded. The coupling of the programmers' focus of attention was measured by a cross-recurrence analysis of gaze that captures how much programmers look at the same sequence of spots within a short time span. A high level of gaze cross-recurrence is typical for pairs who actively engage in grounding efforts to build and maintain shared understanding. As part of their grounding efforts, programmers may use text selection to perform collaborative references. Broadcast selections serve as indexing sites for the selector as they attract non-selector's gaze shortly after they become visible. Gaze cross-recurrence is highest when selectors accompany their selections with speech to produce a multimodal reference."
1099.0,Excluded,ec7,Efficient Consistency Checking of Scenario-Based Product-Line Specifications,"Modern technical systems typically consist of multiple components and must provide many functions that are realized by the complex interaction of these components. Moreover, very often not only a single product, but a whole product line with different compositions of components and functions must be developed. To cope with this complexity, it is important that engineers have intuitive, but precise means for specifying the requirements for these systems and have tools for automatically finding inconsistencies within the requirements, because these could lead to costly iterations in the later development. We propose a technique for the scenario-based specification of component interactions based on Modal Sequence Diagrams. Moreover, we developed an efficient technique for automatically finding inconsistencies in the scenario-based specification of many variants at once by exploiting recent advances in the model-checking of product lines. Our evaluation shows benefits of this technique over performing individual consistency checking of each variant specification."
1100.0,Excluded,ec3,Efficient process interaction simulation in Java: implementing co-routines within a single Java thread,The genesis of a research effort to develop a Java-based process-oriented simulation framework is described. A key enabler to the framework is an efficient co-routine mechanism implemented within the context of a single Java thread. A design for such a co-routine mechanism is described and some initial results of an implementation within the IBM Jikes Reference Virtual Machine are given.
1101.0,Excluded,ec3,Efficient support of dynamic inheritance for class- and prototype-based languages,"Dynamically typed languages are becoming increasingly popular for different software development scenarios where runtime adaptability is important. Therefore, existing class-based platforms such as Java and .Net have been gradually incorporating dynamic features to support the execution of these languages. The implementations of dynamic languages on these platforms commonly generate an extra layer of software over the virtual machine, which reproduces the reflective prototype-based object model provided by most dynamic languages. Simulating this model frequently involves a runtime performance penalty, and makes the interoperation between class- and prototype-based languages difficult. Instead of simulating the reflective model of dynamic languages, our approach has been to extend the object-model of an efficient class-based virtual machine with prototype-based semantics, so that it can directly support both kinds of languages. Consequently, we obtain the runtime performance improvement of using the virtual machine \{JIT\} compiler, while a direct interoperation between languages compiled to our platform is also possible. In this paper, we formalize dynamic inheritance for both class- and prototype-based languages, and implement it as an extension of an efficient virtual machine that performs \{JIT\} compilation. We also present an extensive evaluation of the runtime performance and memory consumption of the programming language implementations that provide dynamic inheritance, including ours."
1102.0,Excluded,ec3,Effort estimation of use cases for incremental large-scale software development,"This paper describes an industrial study of an effort estimation method based on use cases, the Use Case Points method. The original method was adapted to incremental development and evaluated on a large industrial system with modification of software from the previous release. We modified the following elements of the original method: a) complexity assessment of actors and use cases, and b) the handling of non-functional requirements and team factors that may affect effort. For incremental development, we added two elements to the method: c) counting both all and the modified actors and transactions of use cases, and d) effort estimation for secondary changes of software not reflected in use cases. We finally extended the method to: e) cover all development effort in a very large project. The method was calibrated using data from one release and it produced an estimate for the successive release that was only 17% lower than the actual effort. The study identified factors affecting effort on large projects with incremental development. It also showed how these factors can be calibrated for a specific context and produce relatively accurate estimates."
1103.0,Excluded,ec3,Egidio: a non-invasive approach for synthesizing organizational models,"To understand and improve processes in organizations, six key questions need to be answered, namely, what, how, where, who, when, why. Organizations with established processes have IT system(s) that gather(s) information about some or all of the key questions. Software organizations usually have defined processes, but they usually lack information about how processes are actually executed. Moreover, there is no explicit information about process instances and activities. Existing process mining techniques face problems in coping with such environment. We propose a tool, Egidio, which uses non-invasively collected data and builds organizational models. In particular, we explain the tool within a software company, which is able to extract different aspects of development processes. The main contribution of Egidio is the ability to mine processes and organizational models from fine-grained data collected in a non-invasive manner, without interrupting the developers’ work."
1105.0,Included,included,Elaboration on an integrated architecture and requirement practice: Prototyping with quality attribute focus,"This experience report builds on an earlier study in which we interviewed eight project teams that were using iterative incremental lifecycles. In the study, we captured the practices the teams felt contributed to rapid delivery. We identified a mix of Agile and architecture practices that teams apply to rapidly field software and minimize disruption and delay. In this paper, we elaborate one practice from the study, prototyping with quality attribute focus. We compared two experiences in prototyping focused on quality attribute considerations applied on Scrum projects. We observe through interviews that feature development and prototyping practice spans multiple levels: feature development/sprint, release planning, and portfolio planning. We also observe other factors including rapid trade-off analysis, flexible architecture, and adoption of a set of enabling prototyping guidelines. The analysis of the observations sheds light on several aspects of the practice that enable the team to respond quickly and efficiently when prototype feedback suggests architectural change. Â© 2013 IEEE."
1106.0,Excluded,ec3,Electronic patient record development in Norway: The case for an evolutionary strategy,"With the failure of many large-scale â€œbig-bangâ€� projects, combined with the lack of influence associated with many small-scale projects, we need to look for alternative strategies for implementing \{ICT\} in healthcare. One such strategy is to focus on the processes that enable successful scaling of locally developed \{ICT\} systems and how these gain a foothold in a larger market. In this paper, we contribute with empirical insight into one such scaling process. We illustrate how scale is both connected to a vendor's strategy of maintaining close user contact and influenced by how the authorities choose to organize the healthcare system. Empirically, the study draws on the establishment and growth of the Norwegian company \{DIPS\} \{ASA\} over a period of nearly 25 years, which today claims the lion's share of the electronic patient records market in Norwegian hospitals."
1107.0,Excluded,ec3,"Elements for a cloud-based development environment: online collaboration, revision control, and continuous integration","In almost any other field than software development, the World Wide Web, or simply the Web has revolutionized collaboration by providing a platform for cooperative applications and services. In contrast, so far revision control, also referred to as version management, has been the key technology for enabling collaborative software development. However, even today it is feasible to build a cooperative development environment that runs in a cloud, following the spirit of Google Docs, where developers can cooperate in real time. In this paper, we take a step beyond from the design of the technical artifact that allows collaborative coding, and consider the consequences of such an approach to software development in a more general sense, in particular from the perspective of version management. The goal is to integrate collaborative development with traditional facilities commonly associated with software engineering. This in turn will lead to a development approach where new opportunities complement tools that are known to work and provide a lot of added value in software development."
1108.0,Excluded,ec3,Elevating Teams from ‘Doing’ Agile to ‘Being’ and ‘Living’ Agile,"This paper shares experiences steering an agile transformation from only focusing on executing (doing) the tenets of a methodology towards a direction towards a more sustainable approach that considers such 'soft' factors as employee productivity, motivation and commitment."
1109.0,Excluded,ec3,Embedded devices for supply chain applications: Towards hardware integration of disparate technologies,"Abstract The emergence of the \{RFID\} technology and its application to supply chain processes has in particular led to the creation of such standards as the EPCglobalâ€™s model of supply networks as a tool for materializing intra- and inter-enterprise visibility of resources and products, collaboration and integration. Among other critical uses, \{RFID\} has been deployed by supply networks to improve asset utilization, effectively combat counterfeiting, and advance targeted product recalls. However, new affordable and deployable technologies and microsensors have recently appeared and keep maturing. This paper discusses the needs and the possibilities that exist for leveraging these technologies and sensors with \{RFID\} to guarantee continuous and seamless visibility of all assets (fixed and mobile resources and field personnel) of smart enterprises, thereby expanding and complementing the roles of RFID. It examines the design challenges for the integration of these technologies for advanced logistics operations at the level of product classes or their instances. It then outlines our development of an embedded microsystem that combines RFID, GPRS, \{GPS\} and environmental sensors for applications in logistics. The prototyped microsystem demonstrated the feasibility of the multi-sensor integration paradigm that the paper proposes."
1110.0,Excluded,ec3,Embedding continuous lifelong verification in service life cycles,"Service-oriented systems are an instantiation of open world software, which is characterized by high dynamism and decentralization. These properties strongly impact on how service-oriented systems are engineered, built, and operated, as well as verified. To address the challenges of applying verification to open service-oriented systems, in this position paper we propose to apply verification across the entire life cycle of a service and introduce a verification-oriented service life cycle."
1111.0,Excluded,ec3,Embedding knowledge exchange and cognitive matchmaking in a dichotomy of markets,"Actors require knowledge to improve or gain competencies in order to work successfully. Competencies are improved or gained by executing qualifying tasks. A knowledge market paradigm is introduced to improve the fit between supply and demand of knowledge required by actors performing such qualifying tasks. The eventual work performed by actors can be atomically divided into execution tasks. Discrepancies may exist in the suitability match of actors and the execution tasks that have been allocated to them. Therefore, a knowledge workers market paradigm is introduced as a possible solution to improve the fit between actors and execution tasks."
1112.0,Included,included,Embedding requirements within Model-Driven Architecture,"So far, the importance of including the Requirements Engineering paradigm within MDA has been established. ..."
1113.0,Included,included,Embracing agile development of usable software systems,"The interdisciplinary nature of system design can lead to communication problems between developers in different fields. This is becoming evident in the emerging field of agile software development which has largely ignored or been unable to address usability. This work presents a development process and toolset that draws on extreme programming--an agile software development process, and scenario-based design--a usability engineering process. This approach will allow developers in both fields to better communicate and work together to efficiently design usable systems."
1114.0,Excluded,ec3,Embracing Nihilism as a Software Development Philosophy and the Birth of the Big Book of Dead Code,"Agile software practitioners often brag about how quickly they can change course with a project as the requirements evolve and change. What happens to the things we no longer need? Are projects removing functionality no longer needed by the project? Are we truly willing to abandon or even (gasp! delete) ""dead"" code. Do we know dead code when we see it? Even the most agile developer has left unnecessary code because it ""might"" be used in the future. Even the most agile product manager has left a seemingly useless feature because ""someone"" might want it."
1116.0,Excluded,ec3,Empirical evaluation of distributed pair programming,"Pair programming, in which two individuals share a single computer to collaboratively develop software, has been shown to have many benefits in industry and in education. One drawback of pair programming is its collocation requirement, which limits its use to situations where the partners can physically meet. A tool that supported distributed pair programming, in which the partners could pair from separate locations, would remove this impediment. This paper discusses the development and empirical evaluation of such a tool. A significant feature of this tool is the presence of a second cursor that supports gesturing. Students who used the tool in their introductory programming course performed as well as collocated students on their programming assignments and final exam. These students also spent less time working by themselves. They also felt that the gesturing feature was useful and used it regularly."
1117.0,Excluded,ec3,Empirical evaluation of periodic retrospective assessment,"We propose the periodic retrospective assessment (PRA) technique for reflection-based evaluation of interdisciplinary, team-oriented learning experiences. PRA is characterized by two forms: an assessment at the end of each production iteration, followed by a summative assessment after production has ended. An empirical evaluation of PRA was conducted within a fifteen-week immersive studio--a student-driven, faculty-mentored learning experience in which all learner activity is directed toward a single project, undertaken in collaboration with a community partner. This evaluation reveals that students maintain primary focus on pragmatic production issues during the studio duration, although with secondary yet consistent focus on learning and development. PRA surfaces how the immersive studio produced positive learning outcomes with respect to interdisciplinary collaboration and lifetime learning."
1118.0,Excluded,ec3,Empirical evaluation of selected best practices in implementation of software process improvement,"To be successfully applied in practice, software process improvement (SPI) needs not only identifying what needs to be improved, and which factors will influence its success, but also guidelines on how to implement those improvements and meet the factors. This paper proposes an \{SPI\} implementation strategy that has been developed in lines with standard \{SPI\} models and frameworks, intended to be suitable for global software development (GSD), and exploiting ideas of incremental deliveries, short iterations with frequent reviews and close collaboration with customers. Quantitative analyses of data from case studies within large \{GSD\} show that improvement teams implementing the strategy are more likely to have better progress and achieve better effectiveness in terms of improvement deployment within development teams. The results could be useful to \{SPI\} practitioners in making their \{SPI\} initiatives more successful."
1119.0,Excluded,ec3,Empirical evidence in global software engineering: a systematic review,"Recognized as one of the trends of the 21st century, globalization of the world economies brought significant changes to nearly all industries, and in particular it includes software development. Many companies started global software engineering (GSE) to benefit from cheaper, faster and better development of software systems, products and services. However, empirical studies indicate that achieving these benefits is not an easy task. Here, we report our findings from investigating empirical evidence in GSE-related research literature. By conducting a systematic review we observe that the GSE field is still immature. The amount of empirical studies is relatively small. The majority of the studies represent problem-oriented reports focusing on different aspects of GSE management rather than in-depth analysis of solutions for example in terms of useful practices or techniques. Companies are still driven by cost reduction strategies, and at the same time, the most frequently discussed recommendations indicate a necessity of investments in travelling and socialization. Thus, at the same time as development goes global there is an ambition to minimize geographical, temporal and cultural separation. These are normally integral parts of cross-border collaboration. In summary, the systematic review results in several descriptive classifications of the papers on empirical studies in GSE and also reports on some best practices identified from literature."
1120.0,Excluded,ec3,Empirical evidence principle and joint engagement practice to introduce XP,"Bringing software process change to an organisation is a real challenge. The authors have shown a sample attempt to carry out a process change and then reflected on its results and context. The present reflection points to a need for a set of principles and practices that would support the fragile process of introducing agility. For a start, the authors propose the Empirical Evidence principle exemplified using DICE® and the practice of Joint Engagement of the management and the developers. Both are results of a real-world process change case study in Poland."
1121.0,Excluded,ec3,Empirical investigation of the impact of extreme programming practices on software projects,"Extreme Programming (XP) is an agile software development methodology composed of several practices that purportedly yield high quality and high customer satisfaction. However, there has been little formal investigation of these claims. We conduct empirical, industrial case studies to evaluate XP. Results from two case studies are presented."
1122.0,Excluded,ec3,Empirical investigation towards the effectiveness of Test First programming,"The Test First (TF) programming, which is based on an iterative process of â€œsetting up test cases, implementing the functionality, and having all test cases passedâ€�, has been put forward for decades, however knowledge of the evidence of the Test First programmingâ€™s success is limited. This paper describes a controlled experiment that investigated the distinctions between the effectiveness of Test First and that of Test Last (TL) (the traditional approach). The experimental results showed that Test First teams spent a larger percentage of time on testing. The achievable minimum external quality of delivered software applications increased with the percentage of time spent on testing regardless of the testing strategy (TF or TL) applied, although there does not exist a linear correlation between them. With four yearsâ€™ data, it is also found that a strong linear correlation between the amount of effort spent on testing and coding in Test First teams, while this phenomenon was not observed in Test Last teams."
1123.0,Excluded,ec3,Empirical studies of agile software development: A systematic review,"Agile software development represents a major departure from traditional, plan-based approaches to software engineering. A systematic review of empirical studies of agile software development up to and including 2005 was conducted. The search strategy identified 1996 studies, of which 36 were identified as empirical studies. The studies were grouped into four themes: introduction and adoption, human and social factors, perceptions on agile methods, and comparative studies. The review investigates what is currently known about the benefits and limitations of, and the strength of evidence for, agile methods. Implications for research and practice are presented. The main implication for research is a need for more and better empirical studies of agile software development within a common research agenda. For the industrial readership, the review provides a map of findings, according to topic, that can be compared for relevance to their own settings and situations."
1124.0,Included,included,Empirical studies of embedded software development using agile methods: a systematic review,"Agile approaches are proved by numerous case studies and reports to be effective and constructive in desktop software development. However, the situation is quite different in the embedded world due to the unique characteristics of the embedded software projects, which bring many difficulties to developers. And little is known about the current application status of agile methods to cope with this special domain. In this paper, a systematic review was conducted to explore the particularity of the embedded software development and the relevant solutions using agile methods and practices. The result will supply a guideline to choose the appropriate agile elements to deal with the challenges derived from embedded characteristics."
1125.0,Excluded,ec3,Empirically researching development of international software,"Software localization is an important process for international acceptance of software products. However, software development and localization does not always come together without friction. In our empirical software engineering research, we examine the interplay of software development and software localization by gathering and analyzing qualitative and quantitative data from professionals in relevant roles. Our aim is to co-validate issues and inform practice about the development of international software."
1126.0,Excluded,ec3,Enablers and inhibitors for speed with reuse,"An open issue in industry is software reuse in the context of large scale Agile product development. The speed offered by agile practices is needed to hit the market, while reuse is needed for long-term productivity, efficiency, and profit. The paper presents an empirical investigation of factors influencing speed and reuse in three large product developing organizations seeking to implement Agile practices. The paper identifies, through a multiple case study with 3 organizations, 114 business-, process-, organizational-, architecture-, knowledge- and communication factors with positive or negative influences on reuse, speed or both. Contributions are a categorized inventory of influencing factors, a display for organizing factors for the purpose of process improvement work, and a list of key improvement areas to address when implementing reuse in organizations striving to become more Agile. Categories identified include good factors with positive influences on reuse or speed, harmful factors with negative influences, and complex factors involving inverse or ambiguous relationships. Key improvement areas in the studied organizations are intra-organizational communication practices, reuse awareness and practices, architectural integration and variability management. Results are intended to support process improvement work in the direction of Agile product development. Feedback on results from the studied organizations has been that the inventory captures current situations, and is useful for software process improvement work."
1127.0,Excluded,ec7,Enablers and Inhibitors of Expediting Systems Engineering,"Rapid fielding or expedited systems development plays a major role in developing systems to provide a quick response to the organization. Instead of polishing and perfecting all requirements with possible delivery delays, these urgent needs programs must adapt themselves to have a life cycle that is driven by a â€œFaster, Faster and Fasterâ€� concept. Surprisingly, schedule has become more important than cost. Organizations have to fight with the â€œtime to marketâ€�, â€œrespond to competitor's threatsâ€�, and â€œurgent needsâ€�. On one hand, project managers will not only have to find a way to make things work through the expedited lane, but also have to understand what factors are the accelerators and what are hindrances to the system development schedules. On the other hand, they have to ensure that these expedited processes will not lead to technical debt, especially in the areas of future flexibility, degradation of existing capabilities, or rework. This paper will report about the enablers and inhibitors and their estimated impact levels of three types of the expedited systems and software development a) New Single System b) Existing Single System and c) System of Systems."
1128.0,Excluded,ec3,Enabling Agile Testing through Continuous Integration,"A continuous integration system is often considered one of the key elements involved in supporting an agile software development and testing environment. As a traditional software tester transitioning to an agile development environment it became clear to me that I would need to put this essential infrastructure in place and promote improved development practices in order to make the transition to agile testing possible. This experience report discusses a continuous integration implementation I led last year. The initial motivations for implementing continuous integration are discussed and a pre and post-assessment using Martin Fowler's"" practices of continuous integration"" is provided along with the technical specifics of the implementation. The report concludes with a retrospective of my experiences implementing and promoting continuous integration within the context of agile testing"
1129.0,Excluded,ec3,Enacted Routines in Agile and Waterfall Processes,"Agile methods form an alternative to waterfall methodologies. Little is known about activity composition, the proportion of varying activities in agile processes and the extent to which the proportions of activities differ from ""waterfall"" processes. In the current study, we examine the variation in per formative routines in one large agile and traditional lifecycle project using an event sequencing method. Our analysis shows that the enactment of waterfall and agile routines differ significantly suggesting that agile process is composed of fewer activities which are repeated iteratively."
1130.0,Excluded,ec4,ENASE 2011 - Proceedings of the 6th International Conference on Evaluation of Novel Approaches to Software Engineering,"The proceedings contain 28 papers. The topics discussed include: on the predictability of software efforts using machine learning techniques; a type safe design to allow the separation of different responsibilities into parallel hierarchies; incentives and performance in large-scale lean software development - an agent-based simulation approach; a critical comparison of existing software contract tools; execution measurement-driven continuous improvement of business processes implemented by services; robustifying the scrum agile methodology for the development of complex, critical and fast-changing enterprise software; an evaluation framework for validating aspectual pervasive software services; an adaptable business component based on pre-defined business interfaces; business process model improvement based on measurement activities; and a comparative of goal-oriented approaches to modeling requirements for collaborative systems."
1131.0,Excluded,ec3,End users as co-designers of their own tools and products,"In our Age of exponential technological advance, recent developments are determining an evolution of end users from passive information consumers into information producers. Users are increasingly willing and, indeed, determined to shape the software they use to tailor it to their own needs. Based on a brief review of research activities we performed in the last decade, this paper analyzes some challenges that software designers face to comply with the new roles of end users in the software life cycle, and discusses how to provide end users with software environments that empower them to become co-designers of their own tools and products. The examples reported in the paper show why and how end users are involved in design activities in various application domains."
1133.0,Excluded,ec3,"Energy-Efficient Sensing with the Low Power, Energy Aware Processing (LEAP) Architecture","A broad range of embedded networked sensing (ENS) applications have appeared for large-scale systems, introducing new requirements leading to new embedded architectures, associated algorithms, and supporting software systems. These new requirements include the need for diverse and complex sensor systems that present demands for energy and computational resources, as well as for broadband communication. To satisfy application demands while maintaining critical support for low-energy operation, a new multiprocessor node hardware and software architecture, Low Power Energy Aware Processing (LEAP), has been developed. In this article, we described the LEAP design approach, in which the system is able to adaptively select the most energy-efficient hardware components matching an application’s needs. The LEAP platform supports highly dynamic requirements in sensing fidelity, computational load, storage media, and network bandwidth. It focuses on episodic operation of each component and considers the energy dissipation for each platform task by integrating fine-grained energy-dissipation monitoring and sophisticated power-control scheduling for all subsystems, including sensors. In addition to the LEAP platform’s unique hardware capabilities, its software architecture has been designed to provide an easy way to use power management interface and a robust, fault-tolerant operating environment and to enable remote upgrade of all software components. LEAP platform capabilities are demonstrated by example implementations, such as a network protocol design and a light source event detection algorithm. Through the use of a distributed node testbed, we demonstrate that by exploiting high energy-efficiency components and enabling proper on-demand scheduling, the LEAP architecture may meet both sensing performance and energy dissipation objectives for a broad class of applications."
1134.0,Excluded,ec3,Engaging the net generation with evidence-based software engineering through a community-driven web database,"Software engineering faculty face the challenge of educating future researchers and industry practitioners regarding the generation of empirical software engineering studies and their use in evidence-based software engineering. In order to engage the Net generation with this topic, we propose development and population of a community-driven Web database containing summaries of empirical software engineering studies. We also present our experience with integrating these activities into a graduate software engineering course. These efforts resulted in the creation of â€œSEEDS: Software Engineering Evidence Database Systemâ€�. Graduate students initially populated \{SEEDS\} with 216 summaries of empirical software engineering studies. The summaries were randomly sampled and reviewed by industry professionals who found the student-written summaries to be at least as useful as professional-written summaries. In fact, 30% more of the respondents found the student-written summaries to be â€œvery usefulâ€�. Motivations, student and instructor-developed prototypes, and assessments of the resulting artifacts will be discussed."
